"Authors"
"Nagai N, Tani H, Suzuki T, Ikai S, Gerretsen P, Mimura M, Uchida H."
"Lamotte d'Incamps B, Bhumbra GS, Foster JD, Beato M, Ascher P."
"Masliukov PM, Budnik AF, Nozdrachev AD."
"Lewis KT, Maddipati KR, Naik AR, Jena BP."
"Álvarez-Martos I, Ferapontova EE."
"Jahan K, Pillai KK, Vohora D."
"Zuo LJ, Piao YS, Li LX, Yu SY, Guo P, Hu Y, Lian TH, Wang RD, Yu QJ, Jin Z, Wang YJ, Wang XM, Chan P, Chen SD, Wang YJ, Zhang W."
"Maddukuri N, Zhang Q, Zhang N, Gong M."
"Stragierowicz J, Daragó A, Brzeźnicki S, Kilanowicz A."
"Aragon A, Legradi J, Ballesteros-Gómez A, Legler J, van Velzen M, de Boer J, Leonards P."
"Guoping L, Xiang Y, Jianfeng W, Dadong G, Jie H, Wenjun J, Junguo G, Hongsheng B."
"Mansour SZ, El-Marakby SM, Moawed FSM."
"Vandenryt T, van Grinsven B, Eersels K, Cornelis P, Kholwadia S, Cleij TJ, Thoelen R, De Ceuninck W, Peeters M, Wagner P."
"Plaingam W, Sangsuthum S, Angkhasirisap W, Tencomnao T."
"Sampaolo S, Liguori G, Vittoria A, Napolitano F, Lombardi L, Figols J, Melone MAB, Esposito T, Di Iorio G."
"Jamwal S, Singh S, Gill JS, Kumar P."
"Rountree CM, Troy JB, Saggere L."
"Li N, Lu Y, Li S, Zhang Q, Wu J, Jiang J, Liu GL, Liu Q."
"Chruvattil R, Banerjee S, Nath S, Machhi J, Kharkwal G, Yadav MR, Gupta S."
"Kitch BB."
"Cavalcante GI, Chaves Filho AJ, Linhares MI, de Carvalho Lima CN, Venâncio ET, Rios ER, de Souza FC, Vasconcelos SM, Macêdo D, de França Fonteles MM."
"Pavshintsev VV, Mitkin NA, Frolova OY, Kushnir EA, Averina OA, Lovat ML."
"Liu X, Savy A, Maurin S, Grimaud L, Darchen F, Quinton D, Labbé E, Buriez O, Delacotte J, Lemaître F, Guille-Collignon M."
"Del Pino J, Moyano P, Ruiz M, Anadón MJ, Díaz MJ, García JM, Labajo-González E, Frejo MT."
"Zhao XE, He Y, Li M, Chen G, Wei N, Wang X, Sun J, Zhu S, You J."
"Chandrasekhar Y, Ramya EM, Navya K, Phani Kumar G, Anilakumar KR."
"Tybrandt K."
"Sitte HH, Pifl C, Rajput AH, Hörtnagl H, Tong J, Lloyd GK, Kish SJ, Hornykiewicz O."
"Irimia C, Buczynski MW, Natividad LA, Laredo SA, Avalos N, Parsons LH."
"Horner RL, Peever JH."
"Kobayashi T, Shimada Y, Fujiwara K, Ikeguchi T."
"Salazar H, Eibl C, Chebli M, Plested A."
"Kim JH, Perry CJ, Ganella DE, Madsen HB."
"Saper CB, Fuller PM."
"Pifl C, Reither H, Del Rey NL, Cavada C, Obeso JA, Blesa J."
"Hammer MF, Encinas ADC."
"Aggarwal S, Mortensen OV."
"Hobbs CN, Johnson JA, Verber MD, Mark Wightman R."
"Sommer B, Flores-Soto E, Gonzalez-Avila G."
"Sweeney Y, Clopath C."
"Suskind AM."
"Courties A, Sellam J, Berenbaum F."
"Cordeiro LMS, Rabelo PCR, Moraes MM, Teixeira-Coelho F, Coimbra CC, Wanner SP, Soares DD."
"Zhang L, Wu LL, Huan HB, Chen XJ, Wen XD, Yang DP, Xia F."
"Miller GD."
"Wu Z, Bello OD, Thiyagarajan S, Auclair SM, Vennekate W, Krishnakumar SS, O'Shaughnessy B, Karatekin E."
"Paudel S, Acharya S, Yoon G, Kim KM, Cheon SH."
"Lutter D, Ullrich F, Lueck JC, Kempa S, Jentsch TJ."
"Moreau N, Dieb W, Descroix V, Svensson P, Ernberg M, Boucher Y."
"Tinelli A, Mynbaev OA, Sparic R, Vergara D, Di Tommaso S, Salzet M, Maffia M, Malvasi A."
"Apple DM, Fonseca RS, Kokovay E."
"Kumar B, Gupta VP, Kumar V."
"Jia M, Li C, Zheng Y, Ding X, Chen M, Ding J, Du R, Lu M, Hu G."
"Hamed SA, Abdellah MM."
"Singla N, Dhawan DK."
"Li XY, Wang XY."
"Kumar G, Au NPB, Lei ENY, Mak YL, Chan LLH, Lam MHW, Chan LL, Lam PKS, Ma CHE."
"Valent D, Arroyo L, Peña R, Yu K, Carreras R, Mainau E, Velarde A, Bassols A."
"Xiao B, Sun Z, Cao F, Wang L, Liao Y, Liu X, Pan R, Chang Q."
"Cook I, Wang T, Leyh TS."
"Kaempf N, Maritzen T."
"Kim JH, Kim HJ, Yu DH, Kweon HS, Huh YH, Kim HR."
"Durg S, B NK, Vandal R, Dhadde SB, Thippeswamy BS, Veerapur VP, Badami S."
"Bandelow B, Baldwin D, Abelli M, Bolea-Alamanac B, Bourin M, Chamberlain SR, Cinosi E, Davies S, Domschke K, Fineberg N, Grünblatt E, Jarema M, Kim YK, Maron E, Masdrakis V, Mikova O, Nutt D, Pallanti S, Pini S, Ströhle A, Thibaut F, Vaghi MM, Won E, Wedekind D, Wichniak A, Woolley J, Zwanzger P, Riederer P."
"Daghestani MH, Selim ME, Abd-Elhakim YM, Said EN, El-Hameed NEA, Khalil SR, El-Tawil OS."
"Lora VR, Clemente-Napimoga JT, Abdalla HB, Macedo CG, Canales GT, Barbosa CM."
"Tollefson S, Himes M, Narendran R."
"AlSubhi S, AlShahwan S, AlMuhaizae M, AlZaidan H, Tabarki B."
"Fertani S, Pugliesi-Rinaldi A."
"Li XS, Li S, Kellermann G."
"Hu YR, Liu XL, Qiao DC."
"Peacock BN, Scheiderer DJ, Kellermann GH."
"Al-Asmari AK, Ullah Z, Al Masoudi AS, Ahmad I."
"Meunier CN, Chameau P, Fossier PM."
"Tsuneoka Y, Yoshida S, Takase K, Oda S, Kuroda M, Funato H."
"Li H, Wu C, Aramayo R, Sachs MS, Harlow ML."
"Rountree CM, Raghunathan A, Troy JB, Saggere L."
"Minnone G, De Benedetti F, Bracci-Laudiero L."
"Rehfeld JF."
"Mackos AR, Maltz R, Bailey MT."
"Borghans LG, Blokland A, Sambeth A."
"Montes S, Solís-Guillén RDC, García-Jácome D, Páez-Martínez N."
"Jha SK, Jha NK, Kumar D, Sharma R, Shrivastava A, Ambasta RK, Kumar P."
"Menon N, Prabhavalkar KS, Bhatt LK."
"Yin C, Huo F, Cooley NP, Spencer D, Bartholomew K, Barnes CL, Glass TE."
"Kozhieva MK, Melnikov MV, Rogovsky VS, Oleskin AV, Kabilov MR, Boyko AN."
"Ballaz S."
"Xian YF, Fan D, Ip SP, Mao QQ, Lin ZX."
"Morris G, Berk M, Carvalho A, Caso JR, Sanz Y, Walder K, Maes M."
"Durnin L, Lees A, Manzoor S, Sasse KC, Sanders KM, Mutafova-Yambolieva VN."
"Baggot PJ, Baggot RM."
"Wu Q, Yan W, Cheng H, Liu C, Hung TC, Guo X, Li G."
"Fernández-López B, Sobrido-Cameán D, Anadón R, Rodicio MC, Barreiro-Iglesias A."
"Kokhan VS, Matveeva MI, Bazyan AS, Kudrin VS, Mukhametov A, Shtemberg AS."
"Chandra Sekhar Y, Phani Kumar G, Anilakumar KR."
"Castilla-Ortega E, Ladrón de Guevara-Miranda D, Serrano A, Pavón FJ, Suárez J, Rodríguez de Fonseca F, Santín LJ."
"Mesripour A, Hajhashemi V, Kuchak A."
"Esperidião-Antonio V, Majeski-Colombo M, Toledo-Monteverde D, Moraes-Martins G, Fernandes JJ, Bauchiglioni de Assis M, Montenegro S, Siqueira-Batista R."
"Nourinezhad J, Podlasz P, Wasowicz K."
"Bruinenberg VM, Gordijn MCM, MacDonald A, van Spronsen FJ, Van der Zee EA."
"Theoharides TC."
"Prithika U, Vikneswari R, Balamurugan K."
"Máčová L, Bičíková M, Ostatníková D, Hill M, Stárka L."
"Vallée L."
"Eldon AS, Giraldi A."
"Urrecha M, Romero I, DeFelipe J, Merchán-Pérez A."
"Kilb W, Fukuda A."
"Palivec V, Viola CM, Kozak M, Ganderton TR, Křížková K, Turkenburg JP, Halušková P, Žáková L, Jiráček J, Jungwirth P, Brzozowski AM."
"Kim MJ, Jeon SJ, Kang TW, Ju JM, Yim D, Kim HI, Park JH, Kim JH."
"Farthing CA, Farthing DE, Gress RE, Sweet DH."
"Wang H, Farhan M, Xu J, Lazarovici P, Zheng W."
"Mast N, Anderson KW, Johnson KM, Phan TTN, Guengerich FP, Pikuleva IA."
"AlOlaby RR, Sweha SR, Silva M, Durbin-Johnson B, Yrigollen CM, Pretto D, Hagerman RJ, Tassone F."
"Rea K, O'Mahony SM, Dinan TG, Cryan JF."
"van Grinsven B, Betlem K, Cleij TJ, Banks CE, Peeters M."
"Hamamoto M, Kiyokage E, Sohn J, Hioki H, Harada T, Toida K."
"Voisin T, Bouvier A, Chiu IM."
"Dekker AD, Vermeiren Y, Albac C, Lana-Elola E, Watson-Scales S, Gibbins D, Aerts T, Van Dam D, Fisher EMC, Tybulewicz VLJ, Potier MC, De Deyn PP."
"Mehta R, Singh S, Khanday MA, Mallick BN."
"Li Q, Wang S, Xiao W, Huang C, Li H, Sun M."
"Soares MC."
"Vignoli B, Canossa M."
"Lenart J."
"Richers MT, Amatrudo JM, Olson JP, Ellis-Davies GC."
"Miękus N, Konieczna L, Kowiański P, Moryś J, Bączek T."
"Mikkelsen K, Stojanovska L, Polenakovic M, Bosevski M, Apostolopoulos V."
"Klingelhoefer L, Reichmann H."
"Chiamulera C, Padovani L, Corsi M."
"Trist DG, Kenakin TP, Blackburn TP."
"Shan L, Bao AM, Swaab DF."
"Dinan TG, Cryan JF."
"Fernandez RW, Akinleye AA, Nurilov M, Feliciano O, Lollar M, Aijuri RR, O'Donnell JM, Simon AF."
"Bartholome O, Van den Ackerveken P, Sánchez Gil J, de la Brassinne Bonardeaux O, Leprince P, Franzen R, Rogister B."
"Ma J, Wang F, Yang J, Dong Y, Su G, Zhang K, Pan X, Ma P, Zhou T, Wu C."
"Das UN."
"Aschrafi A, Gioio AE, Dong L, Kaplan BB."
"Michaelis ML, Jiang L, Michaelis EK."
"Chen Y, Zheng X, Xie L, Huang L, Ke Z, Zheng J, Lu H, Hu J."
"Ali M, Ramirez P, Duznovic I, Nasir S, Mafe S, Ensinger W."
"Zheng H, Zheng Y, Wang D, Cai A, Lin Q, Zhao L, Chen M, Deng M, Ye X, Gao H."
"Zhang JP, Zhang KY, Guo L, Chen QL, Gao P, Wang T, Li J, Guo GZ, Ding GR."
"Ortiz-Frágola A."
"Liu Y, Sun M, Yao H, Liu Y, Gao R."
"Oakes P, Loukas M, Oskouian RJ, Tubbs RS."
"Ney DM, Murali SG, Stroup BM, Nair N, Sawin EA, Rohr F, Levy HL."
"Vallejo R, Bradley K, Kapural L."
"Motawi TK, Darwish HA, Hamed MA, El-Rigal NS, Naser AFA."
"Carneiro LS, Mota MP, Vieira-Coelho MA, Alves RC, Fonseca AM, Vasconcelos-Raposo J."
"Iulia C, Ruxandra T, Costin LB, Liliana-Mary V."
"Goldfinger M, Zeile WL, Corado CR, O'Neill CA, Tsuruda LS, Laipis PJ, Cooper JD."
"Azzarelli R, Oleari R, Lettieri A, Andre' V, Cariboni A."
"Maan AK, Jayadevi DA, James AP."
"Dahlen L, Oakes JM."
"Videnovic A, Golombek D."
"Deshwal S, Di Sante M, Di Lisa F, Kaludercic N."
"Garza-Brenner E, Sifuentes-Rincón AM, Randel RD, Paredes-Sánchez FA, Parra-Bracamonte GM, Arellano Vera W, Rodríguez Almeida FA, Segura Cabrera A."
"Harewood Smith AN, Challa JA, Silver MA."
"Chwedorowicz R, Skarżyński H, Pucek W, Studziński T."
"Iwakura Y, Wang R, Inamura N, Araki K, Higashiyama S, Takei N, Nawa H."
"de Jong IEM, Mørk A."
"Nomura S, Inoue T, Imoto H, Suehiro E, Maruta Y, Hirayama Y, Suzuki M."
"Hinova-Palova D, Landzhov B, Dzhambazova E, Edelstein L, Minkov M, Fakih K, Minkov R, Paloff A, Ovtscharoff W."
"Ronzano R."
"Zhu MM, Li HL, Shi LH, Chen XP, Luo J, Zhang ZL."
"He Q, Wu B, Price JL, Zhao Z."
"Osório C, Probert T, Jones E, Young AH, Robbins I."
"Gill JS, Jamwal S, Kumar P, Deshmukh R."
"Gu F, Chauhan V, Chauhan A."
"Won E, Kim YK."
"Schülke JP, Brandon NJ."
"Paudel S, Min X, Acharya S, Khadka DB, Yoon G, Kim KM, Cheon SH."
"Verkhratsky A, Zorec R, Parpura V."
"Luo QQ, Chen SL."
"Schoentgen B, Lancelot C, Le Gall D."
"Bögli SY, Huang MY."
"Lomax AE, Pradhananga S, Bertrand PP."
"Zheng X, Wang GJ, Hao HP."
"Pinho-Ribeiro FA, Verri WA Jr, Chiu IM."
"Amantea D, Bagetta G."
"Neis VB, Rosa PB, Olescowicz G, Rodrigues ALS."
"Valny M, Honsa P, Kriska J, Anderova M."
"Grzelak T, Dutkiewicz A, Paszynska E, Dmitrzak-Weglarz M, Slopien A, Tyszkiewicz-Nwafor M."
"Hussein UK, Hassan NEY, Elhalwagy MEA, Zaki AR, Abubakr HO, Nagulapalli Venkata KC, Jang KY, Bishayee A."
"Agrawal R, Kalmady SV, Venkatasubramanian G."
"Tian H, Yang FF, Liu CY, Liu XM, Pan RL, Chang Q, Zhang ZS, Liao YH."
"Liu J, Lv YW, Shi JL, Ma XJ, Chen Y, Zheng ZQ, Wang SN, Guo JY."
"Mohamed NE, Abd El-Moneim AE."
"Gopi M, Arambakkam Janardhanam V."
"Toda K, Hitoe S, Takeda S, Shimizu N, Shimoda H."
"Yang Q, Fang F, Li Y, Ye Y."
"Zhu EC, Soundy TJ, Hu Y."
"Nieto-González JL, Fernández-Chacón R."
"Farsi Z, Jahn R, Woehler A."
"Libuda L, Antel J, Hebebrand J, Föcker M."
"Xu Y, Tong Q."
"Churgin MA, McCloskey RJ, Peters E, Fang-Yen C."
"Huang L, Deng M, Zhang S, Lu S, Gui X, Fang Y."
"Fonta C, Salles JP."
"Wang L, Tong W."
"Thiele TE."
"Park J, Park HJ."
"Singh VK, Drewes AM."
"Russo AF."
"Lacerda S, Tóth É."
"Lazniewska J, Weiss N."
"Rukavishnikov VS, Bodienkova GM, Kurchevenko SI, Rusanova DV, Lakhman OL."
"Ye Y, Zhu W, Wang XR, Yang JW, Xiao LY, Liu Y, Zhang X, Liu CZ."
"Quist DA, Diaz DE, Liu JJ, Karlin KD."
"Rapanelli M."
"Fortinguerra S, Buriani A, Sorrenti V, Lenzi M, Giusti P."
"Blumenfeld Z."
"Chadha N, Silakari O."
"Simonneaux V, Bahougne T, Angelopoulou E."
"Seitanidou M, Franco-Gonzalez JF, Sjöström TA, Zozoulenko I, Berggren M, Simon DT."
"Kweon DH, Kong B, Shin YK."
"Xie Z, Long J, Liu J, Chai Z, Kang X, Wang C."
"Semenova S, Rozov S, Panula P."
"Wang L, Li S, Liu Y, Feng DL, Jiang L, Long ZY, Wu YM."
"Zaccone G, Lauriano ER, Kuciel M, Capillo G, Pergolizzi S, Alesci A, Ishimatsu A, Ip YK, Icardo JM."
"Iremonger KJ, Porteous R, Herbison AE."
"Sojka B, Kociołek D, Banski M, Borisova T, Pozdnyakova N, Pastukhov A, Borysov A, Dudarenko M, Podhorodecki A."
"Zhang QS, Heng Y, Mou Z, Huang JY, Yuan YH, Chen NH."
"Bókay J."
"Hutchings CJ, Koglin M, Olson WC, Marshall FH."
"Yang Z, Gou L, Chen S, Li N, Zhang S, Zhang L."
"Zhou Y, Loeza-Cabrera M, Liu Z, Aleman-Meza B, Nguyen JK, Jung SK, Choi Y, Shou Q, Butcher RA, Zhong W."
"Frenkel L, Muraro NI, Beltrán González AN, Marcora MS, Bernabó G, Hermann-Luibl C, Romero JI, Helfrich-Förster C, Castaño EM, Marino-Busjle C, Calvo DJ, Ceriani MF."
"Poletaeva II, Surina NM, Kostina ZA, Perepelkina OV, Fedotova IB."
"Roh TS, Jung BK, Yun I, Lew DH, Kim YS."
"Lee BR, Kim HR, Choi ES, Cho JH, Kim NJ, Kim JH, Lee KM, Razzaq A, Choi H, Hwang Y, Grimes CA, Lee BH, Kim E, In SI."
"Wang J, Li F, Bello OD, Sindelar CV, Pincet F, Krishnakumar SS, Rothman JE."
"Patel S."
"Grammatopoulos DK."
"Chiellini G, Bellusci L, Sabatini M, Zucchi R."
"Scholl J, Kolling N, Nelissen N, Stagg CJ, Harmer CJ, Rushworth MF."
"Romanov RA, Zeisel A, Bakker J, Girach F, Hellysaz A, Tomer R, Alpár A, Mulder J, Clotman F, Keimpema E, Hsueh B, Crow AK, Martens H, Schwindling C, Calvigioni D, Bains JS, Máté Z, Szabó G, Yanagawa Y, Zhang MD, Rendeiro A, Farlik M, Uhlén M, Wulff P, Bock C, Broberger C, Deisseroth K, Hökfelt T, Linnarsson S, Horvath TL, Harkany T."
"Korenevsky A, Milyutina Y, Kozina L, Kerkeshko G, Arutjunyan A."
"Cardozo MJ, Mysiak KS, Becker T, Becker CG."
"Kang DW, Lee CU, Lim HK."
"Smith AK, Wade AR, Penkman KEH, Baker DH."
"Bernardini G, Benigni G, Scrivo R, Valesini G, Santoni A."
"Hommel B, Colzato LS."
"Slifstein M, Abi-Dargham A."
"Gylys KH, Bilousova T."
"Nałęcz KA."
"Latalova K, Hajda M, Prasko J."
"Wang ZT, Verma SK, Dubey JP, Sibley LD."
"Roberto M, Varodayan FP."
"Mollica A, Pelliccia S, Famiglini V, Stefanucci A, Macedonio G, Chiavaroli A, Orlando G, Brunetti L, Ferrante C, Pieretti S, Novellino E, Benyhe S, Zador F, Erdei A, Szucs E, Samavati R, Dvrorasko S, Tomboly C, Ragno R, Patsilinakos A, Silvestri R."
"Metyas S, Rezk T, Arkfeld D, Leptich T."
"Nadjar A, Leyrolle Q, Joffre C, Laye S."
"Leidenheimer NJ."
"González-Díaz SN, Arias-Cruz A, Elizondo-Villarreal B, Monge-Ortega OP."
"Motawi TK, Darwish HA, Hamed MA, El-Rigal NS, Aboul Naser AF."
"Zadka Ł, Dzięgiel P, Kulus M, Olajossy M."
"Wang J, Yu Y, Shen H, Qing T, Zheng Y, Li Q, Mo X, Wang S, Li N, Chai R, Xu B, Liu M, Brindley PJ, McManus DP, Feng Z, Shi L, Hu W."
"Tauber SC, Eiffert H, Brück W, Nau R."
"Nguyen TV, Ducharme S, Karama S."
"Schneider M, Levant B, Reichel M, Gulbins E, Kornhuber J, Müller CP."
"Djeungoue-Petga MA, Hebert-Chatelain E."
"Moreira N, Sandini TM, Reis-Silva TM, Navas-Suáresz P, Auada AVV, Lebrun I, Flório JC, Bernardi MM, Spinosa HS."
"Larderet I, Fritsch PM, Gendre N, Neagu-Maier GL, Fetter RD, Schneider-Mizell CM, Truman JW, Zlatic M, Cardona A, Sprecher SG."
"Farello G, Ferrara P, Antenucci A, Basti C, Verrotti A."
"Calderón N, Betancourt L, Hernández L, Rada P."
"Zheng K, Jensen TP, Savtchenko LP, Levitt JA, Suhling K, Rusakov DA."
"Chang CW, Chiang CW, Jackson MB."
"Gurevich VV, Gurevich EV."
"Passarelli MK, Pirkl A, Moellers R, Grinfeld D, Kollmer F, Havelund R, Newman CF, Marshall PS, Arlinghaus H, Alexander MR, West A, Horning S, Niehuis E, Makarov A, Dollery CT, Gilmore IS."
"Miyajima M, Zhang B, Sugiura Y, Sonomura K, Guerrini MM, Tsutsui Y, Maruya M, Vogelzang A, Chamoto K, Honda K, Hikida T, Ito S, Qin H, Sanuki R, Suzuki K, Furukawa T, Ishihama Y, Matsuda F, Suematsu M, Honjo T, Fagarasan S."
"Rademakers G, Vaes N, Schonkeren S, Koch A, Sharkey KA, Melotte V."
"Crompton LA, Cordero-Llana O, Caldwell MA."
"Marron Fernandez de Velasco E, Zhang L, N Vo B, Tipps M, Farris S, Xia Z, Anderson A, Carlblom N, Weaver CD, Dudek SM, Wickman K."
"Coronel-Restrepo N, Posso-Osorio I, Naranjo-Escobar J, Tobón GJ."
"Bae JR, Kim SH."
"Nezlin LP, Voronezhskaya EE."
"Masdeu JC."
"Kumar S, Dey S, Jain S."
"Møller TC, Moreno-Delgado D, Pin JP, Kniazeff J."
"Fischer AG, Ullsperger M."
"Gray JD, Kogan JF, Marrocco J, McEwen BS."
"Cook CN, Brent CS, Breed MD."
"Borck C."
"Wang T, Chen H, Lv K, Ji G, Zhang Y, Wang Y, Li Y, Qu L."
"Broderick PA, Wenning L, Li YS."
"Huang YT, Chang YL, Chen CC, Lai PY, Chan CK."
"Kasture A, Stockner T, Freissmuth M, Sucic S."
"Han Y, Li H, Lang Y, Zhao Y, Sun H, Zhang P, Ma X, Han J, Wang Q, Zhou J, Wang C."
"Salem AM, Kamel II, Rashed LA, GamalEl Din SF."
"Reddy PH, Tonk S, Kumar S, Vijayan M, Kandimalla R, Kuruva CS, Reddy AP."
"Borisova T, Dekaliuk M, Pozdnyakova N, Pastukhov A, Dudarenko M, Borysov A, Vari SG, Demchenko AP."
"Moya-Pérez A, Perez-Villalba A, Benítez-Páez A, Campillo I, Sanz Y."
"Wang GL, He ZM, Zhu HY, Gao YG, Zhao Y, Yang H, Zhang LX."
"Jamwal S, Kumar P."
"Lang JA, Krajek AC, Smaller KA."
"Yano H, Sánchez-Soto M, Ferré S."
"Han Y, Xiong L, Xu Y, Tian T, Wang T."
"Canul-Tec JC, Assal R, Cirri E, Legrand P, Brier S, Chamot-Rooke J, Reyes N."
"Hoshikawa H, Uno M, Honjoh S, Nishida E."
"Palus K, Chrobok L, Kepczynski M, Lewandowski MH."
"Noor A, Zahid S."
"Miller AH, Haroon E, Felger JC."
"Cho JH, Han JS."
"Katayama N, Yamamori S, Fukaya M, Kobayashi S, Watanabe M, Takahashi M, Manabe T."
"Yang AC, Tsai SJ."
"Godin AG, Varela JA, Gao Z, Danné N, Dupuis JP, Lounis B, Groc L, Cognet L."
"Wong LS, Wu T, Lee CH."
"Wang Y, Sung CC, Chung KK."
"Shen J, Sun C, Wu X."
"Wu SL, Chow MSM, L JY, Yang J, Zhou H, Yew DT."
"Hall C, Sato K, Wu N, Zhou T, Kyritsi K, Meng F, Glaser S, Alpini G."
"Janka Z."
"Prats E, Gómez-Canela C, Ben-Lulu S, Ziv T, Padrós F, Tornero D, Garcia-Reyero N, Tauler R, Admon A, Raldúa D."
"Spartinou A, Nyktari V, Papaioannou A."
"Szafran-Pilch K, Faron-Górecka A, Kolasa M, Żurawek D, Szlachta M, Solich J, Kuśmider M, Dziedzicka-Wasylewska M."
"Pandey S, Srivanitchapoom P."
"Vasquez-Vivar J, Shi Z, Luo K, Thirugnanam K, Tan S."
"O'Callaghan C, Lewis SJG."
"Puttonen HAJ, Semenova S, Sundvik M, Panula P."
"Brombas A, Kalita-de Croft S, Cooper-Williams EJ, Williams SR."
"Minnerly J, Zhang J, Parker T, Kaul T, Jia K."
"Husted AS, Trauelsen M, Rudenko O, Hjorth SA, Schwartz TW."
"McIntyre JC, Thiebaud N, McGann JP, Komiyama T, Rothermel M."
"Crépieux P, Poupon A, Langonné-Gallay N, Reiter E, Delgado J, Schaefer MH, Bourquard T, Serrano L, Kiel C."
"Cong M, Wu H, Yang H, Zhao J, Lv J."
"Brotto LA."
"Toft-Kehler AK, Skytt DM, Svare A, Lefevere E, Van Hove I, Moons L, Waagepetersen HS, Kolko M."
"Wightman EL."
"Agarwal A, Wu PH, Hughes EG, Fukaya M, Tischfield MA, Langseth AJ, Wirtz D, Bergles DE."
"Rodeberg NT, Sandberg SG, Johnson JA, Phillips PE, Wightman RM."
"Bogner W, Hangel G, Esmaeili M, Andronesi OC."
"De Jaco A, Bernardini L, Rosati J, Tata AM."
"Parpura V, Fisher ES, Lechleiter JD, Schousboe A, Waagepetersen HS, Brunet S, Baltan S, Verkhratsky A."
"Andrabi SS, Parvez S, Tabassum H."
"Mochida S."
"Yamamoto J, Imai J, Izumi T, Takahashi H, Kawana Y, Takahashi K, Kodama S, Kaneko K, Gao J, Uno K, Sawada S, Asano T, Kalinichenko VV, Susaki EA, Kanzaki M, Ueda HR, Ishigaki Y, Yamada T, Katagiri H."
